Date,CW_loads,HW_loads,Campus_KWH,Electricity_prices
2015-07-01T07:00:00,10155.82167,32.43011111,22210.80175,0.03718
2015-07-01T08:00:00,9527.263775,33.15919441,21591.93707,0.03382763
2015-07-01T09:00:00,8944.368028,32.33816678,21110.72882,0.03373252
2015-07-01T10:00:00,8173.245324,32.30022215,21007.5589,0.03205883
2015-07-01T11:00:00,7597.638873,27.33013896,21088.9851,0.03167886
2015-07-01T12:00:00,7651.314688,29.81413878,21715.72136,0.03325341
2015-07-01T13:00:00,8009.872629,44.50661153,23084.51551,0.04003986
2015-07-01T14:00:00,8941.969857,40.90419441,24547.19895,0.04142936
2015-07-01T15:00:00,10942.24296,44.0755832,26325.71368,0.04208975
2015-07-01T16:00:00,13043.45582,40.4153334,27520.36947,0.04395083
2015-07-01T17:00:00,15407.79153,36.85111113,28468.25189,0.04687434
2015-07-01T18:00:00,18180.21275,34.51713916,29060.67174,0.0536424
2015-07-01T19:00:00,18832.12943,32.23861093,29156.44239,0.06038737
2015-07-01T20:00:00,18140.26828,32.81008343,29028.91405,0.07804
2015-07-01T21:00:00,18121.92807,32.40416658,29101.67917,0.09151188
2015-07-01T22:00:00,17888.68741,31.67205541,28774.3216,0.11371094
2015-07-01T23:00:00,18178.86327,30.84219446,28333.4998,0.13320459
2015-07-02T00:00:00,17286.90045,31.56536112,27378.01476,0.15
2015-07-02T01:00:00,15188.78681,31.86075003,26049.57862,0.12438203
2015-07-02T02:00:00,13376.63872,32.14974994,24878.9514,0.1060767
2015-07-02T03:00:00,12656.87028,33.23886123,24797.52535,0.07291478
2015-07-02T04:00:00,11968.06235,28.44913896,24857.06131,0.06193146
2015-07-02T05:00:00,11609.97674,35.96244433,23775.52496,0.04811398
2015-07-02T06:00:00,10606.00229,32.8097501,22973.98564,0.04423492
2015-07-02T07:00:00,9637.585582,33.43274998,22248.65144,0.03638
2015-07-02T08:00:00,9366.321745,32.38122221,21600.37441,0.03422364
2015-07-02T09:00:00,9361.585634,31.54549998,20897.702,0.03288268
2015-07-02T10:00:00,9340.636426,31.06894446,20808.59944,0.03096296
2015-07-02T11:00:00,8944.460604,30.61872212,20904.40977,0.02962621
2015-07-02T12:00:00,8856.486011,32.81666656,21439.28463,0.03256856
2015-07-02T13:00:00,8930.319377,36.94991675,23016.36656,0.03735163
2015-07-02T14:00:00,9540.328636,40.76391686,24458.86069,0.0381292
2015-07-02T15:00:00,10458.06473,42.73269463,26092.78453,0.03962808
2015-07-02T16:00:00,11351.6017,41.98513898,27075.12755,0.04142447
2015-07-02T17:00:00,12959.92823,37.78938876,27811.78646,0.04296927
2015-07-02T18:00:00,14915.32629,34.58272218,28316.30188,0.04591506
2015-07-02T19:00:00,16009.8471,32.92052771,28420.0014,0.05170362
2015-07-02T20:00:00,16181.41182,32.88074997,28450.30918,0.05449713
2015-07-02T21:00:00,15832.31003,29.57641679,28296.4836,0.05498418
2015-07-02T22:00:00,16932.84236,28.1689167,28454.21344,0.05737272
2015-07-02T23:00:00,17548.24528,28.72344443,27764.36281,0.06632874
2015-07-03T00:00:00,15174.9651,25.13566674,26544.01652,0.06808044
2015-07-03T01:00:00,12845.45126,27.95069453,25449.76417,0.06448016
2015-07-03T02:00:00,12310.02768,29.42124994,24594.29409,0.06189647
2015-07-03T03:00:00,10710.79854,23.73811118,24324.03286,0.05974101
2015-07-03T04:00:00,10878.33099,39.5058058,24271.42467,0.05346827
2015-07-03T05:00:00,10299.68973,44.87022223,23126.7406,0.04427697
2015-07-03T06:00:00,9707.298468,39.77944451,22550.89091,0.04100113
2015-07-03T07:00:00,9464.120267,41.33822227,21918.49844,0.03712491
2015-07-03T08:00:00,9114.703686,35.91155531,21354.09661,0.03496155
2015-07-03T09:00:00,8872.152701,33.66488903,20851.74928,0.03307402
2015-07-03T10:00:00,8784.143459,33.37986105,20646.0217,0.02993915
2015-07-03T11:00:00,8748.016141,32.86219442,20710.61856,0.03073673
2015-07-03T12:00:00,8708.224354,36.58625001,21324.99328,0.02963377
2015-07-03T13:00:00,8828.32172,43.27902789,22086.16935,0.03261202
2015-07-03T14:00:00,9459.893473,42.0755834,22735.37424,0.03164658
2015-07-03T15:00:00,10342.87249,42.44877773,23297.53458,0.03218384
2015-07-03T16:00:00,11681.62026,41.22630573,23935.41838,0.03391491
2015-07-03T17:00:00,12861.17359,37.30425013,24403.86182,0.03533495
2015-07-03T18:00:00,14036.73824,36.94600003,24790.40748,0.03807701
2015-07-03T19:00:00,14635.75682,35.65900016,24873.5677,0.04142216
2015-07-03T20:00:00,15252.5484,33.52894439,24809.20337,0.04282665
2015-07-03T21:00:00,15916.18042,32.04969456,25031.00753,0.0464714
2015-07-03T22:00:00,16651.55539,30.67711102,24990.8547,0.04676044
2015-07-03T23:00:00,16426.17346,31.5268332,24875.90873,0.05201502
2015-07-04T00:00:00,16097.61578,31.55347221,24717.99197,0.05717893
2015-07-04T01:00:00,14632.71055,28.40713889,24096.27118,0.06446
2015-07-04T02:00:00,13573.82389,23.9155832,23427.83566,0.05766773
2015-07-04T03:00:00,12911.3031,42.28488872,23346.55109,0.05674529
2015-07-04T04:00:00,10877.36326,35.23258318,23324.9181,0.04696
2015-07-04T05:00:00,9531.326368,33.99341676,22391.14079,0.04217
2015-07-04T06:00:00,8875.203574,29.29208323,21738.16085,0.03979142
2015-07-04T07:00:00,8642.12028,33.62888879,21178.60582,0.03588288
2015-07-04T08:00:00,8460.553188,33.50500001,20756.82554,0.03267
2015-07-04T09:00:00,8504.404962,32.94252779,20493.31761,0.03303578
2015-07-04T10:00:00,8452.291593,32.09258323,20326.16641,0.03112604
2015-07-04T11:00:00,8305.606467,32.84741681,20350.74935,0.02987081
2015-07-04T12:00:00,8401.761474,33.2779999,20670.02999,0.0295941
2015-07-04T13:00:00,8499.717567,34.99861105,20860.22809,0.03022119
2015-07-04T14:00:00,8832.055462,37.39225,21111.13667,0.02957141
2015-07-04T15:00:00,9240.849437,34.68088899,21624.26594,0.03163651
2015-07-04T16:00:00,10267.95826,36.82880557,22080.07216,0.03395985
2015-07-04T17:00:00,11956.54613,33.50686103,22501.2087,0.03546679
2015-07-04T18:00:00,13545.52069,32.79505543,22913.66931,0.0363555
2015-07-04T19:00:00,14060.99521,31.70527775,23053.12786,0.03976895
2015-07-04T20:00:00,13888.96282,30.55116669,23004.43639,0.04125571
2015-07-04T21:00:00,14537.93274,30.41441662,22908.82215,0.04223782
2015-07-04T22:00:00,14744.80771,30.39166664,22886.73334,0.04675325
2015-07-04T23:00:00,14637.90495,29.82080553,22807.82831,0.04775761
2015-07-05T00:00:00,14682.95587,29.71469441,22725.374,0.04923
2015-07-05T01:00:00,13577.20589,29.40136114,22295.1698,0.05086182
2015-07-05T02:00:00,12524.01609,29.8928889,21749.91639,0.05399765
2015-07-05T03:00:00,11373.19897,26.53355558,21938.31743,0.0486653
2015-07-05T04:00:00,10561.21748,32.90688876,22107.57166,0.0446845
2015-07-05T05:00:00,9434.858618,36.39941678,21592.42375,0.04019171
2015-07-05T06:00:00,8812.307745,31.99622204,21277.1838,0.03736954
2015-07-05T07:00:00,8576.849503,33.85630545,21055.84756,0.03772121
2015-07-05T08:00:00,8679.948995,30.0660278,20798.20228,0.03324887
2015-07-05T09:00:00,8764.673485,34.35199999,20492.65176,0.03271015
2015-07-05T10:00:00,8066.367903,32.22580552,20303.64677,0.03085976
2015-07-05T11:00:00,7583.724448,32.68536092,20321.39489,0.03104
2015-07-05T12:00:00,7606.800866,34.03144455,20583.76963,0.0302257
2015-07-05T13:00:00,7732.74531,36.34161118,20560.93004,0.02968639
2015-07-05T14:00:00,8188.083263,37.83377777,20768.30925,0.02889
2015-07-05T15:00:00,8990.488362,38.11455555,21288.1704,0.02949
2015-07-05T16:00:00,10225.56012,30.94488892,21969.54169,0.03140328
2015-07-05T17:00:00,11209.42122,37.2845557,22439.07128,0.03372896
2015-07-05T18:00:00,12887.73828,35.89738881,22718.89916,0.03407013
2015-07-05T19:00:00,13629.27532,31.68963888,23038.76048,0.0356685
2015-07-05T20:00:00,14204.52763,32.49013892,23202.47326,0.03776158
2015-07-05T21:00:00,15235.56231,31.30972216,23239.49038,0.03909303
2015-07-05T22:00:00,15376.03919,30.83872211,23281.99172,0.04306473
2015-07-05T23:00:00,15197.42815,29.51761102,23321.25038,0.04687149
2015-07-06T00:00:00,14713.07852,30.01372211,23435.22273,0.04775862
2015-07-06T01:00:00,13849.95125,28.65830562,23060.17649,0.04939457
2015-07-06T02:00:00,12103.53693,30.48208334,22624.42133,0.05439566
2015-07-06T03:00:00,10114.25454,23.96627783,22799.82799,0.05398846
2015-07-06T04:00:00,9647.881863,39.88733326,22882.5063,0.04728991
2015-07-06T05:00:00,8696.467582,37.10958339,22220.91082,0.04282349
2015-07-06T06:00:00,7953.687437,35.09136092,21632.40941,0.03748545
2015-07-06T07:00:00,7636.141126,30.14958329,21189.77924,0.03387651
2015-07-06T08:00:00,7534.465177,38.40702785,20854.02195,0.03061247
2015-07-06T09:00:00,7425.1134,34.06919411,20470.57599,0.02933652
2015-07-06T10:00:00,7203.340194,34.55891661,20438.5564,0.02986815
2015-07-06T11:00:00,6811.062467,35.01988894,20669.70327,0.03075
2015-07-06T12:00:00,7118.286962,37.07536102,21491.13438,0.03253983
2015-07-06T13:00:00,7207.638818,42.11036094,22673.17278,0.0340411
2015-07-06T14:00:00,7890.620328,45.35811095,24028.44625,0.03509581
2015-07-06T15:00:00,9121.145749,43.8416391,25683.22932,0.0349842
2015-07-06T16:00:00,10777.14569,30.0124723,26901.35866,0.03573717
2015-07-06T17:00:00,11862.94423,39.12458329,27654.87067,0.03731352
2015-07-06T18:00:00,13440.03456,43.51005559,28016.83941,0.0390778
2015-07-06T19:00:00,13941.06008,31.59063884,27988.87268,0.04158
2015-07-06T20:00:00,15008.13646,37.03880545,28237.49549,0.0432
2015-07-06T21:00:00,16081.35171,31.74102779,28515.96653,0.04557
2015-07-06T22:00:00,16113.1202,32.06550002,28402.89258,0.04825266
2015-07-06T23:00:00,15252.40035,31.40077782,27595.88702,0.04942477
2015-07-07T00:00:00,14988.01378,31.71272208,26740.0196,0.05019193
2015-07-07T01:00:00,14533.63637,33.06194432,25972.95638,0.05416
2015-07-07T02:00:00,12916.49994,29.14200022,24798.96758,0.05758469
2015-07-07T03:00:00,11797.10632,38.94541673,24564.47174,0.0495213
2015-07-07T04:00:00,10676.51611,37.38986108,24614.10146,0.04635515
2015-07-07T05:00:00,9505.761611,36.04383326,23505.82624,0.04108003
2015-07-07T06:00:00,8888.57404,34.83033319,22708.92018,0.03741189
2015-07-07T07:00:00,8719.770771,31.04599991,21989.48064,0.03219226
2015-07-07T08:00:00,8365.51148,35.94199978,21490.41709,0.02965943
2015-07-07T09:00:00,8044.326342,30.07825011,20878.08416,0.02876469
2015-07-07T10:00:00,7747.249894,34.24127777,20766.88496,0.02739
2015-07-07T11:00:00,7373.659639,34.09361096,20850.40333,0.02792
2015-07-07T12:00:00,7803.138773,39.81036129,21470.72142,0.03070503
2015-07-07T13:00:00,8439.937362,37.55555572,22744.28206,0.03339772
2015-07-07T14:00:00,8998.689727,49.28824989,24366.35487,0.03406725
2015-07-07T15:00:00,9577.955882,48.5098612,26020.07558,0.03333
2015-07-07T16:00:00,10564.2546,43.46649979,27155.61925,0.03405325
2015-07-07T17:00:00,11639.7754,35.72405577,27853.63755,0.03430235
2015-07-07T18:00:00,12834.60631,37.091361,28345.13396,0.03453916
2015-07-07T19:00:00,14395.82158,38.25336124,28382.67935,0.03577
2015-07-07T20:00:00,15423.98137,32.88786086,28659.58248,0.03737501
2015-07-07T21:00:00,16421.87723,32.05541673,29234.09988,0.03835058
2015-07-07T22:00:00,16657.01834,29.49511105,28946.73775,0.04204919
2015-07-07T23:00:00,16353.38644,27.17063886,28114.51992,0.04348436
2015-07-08T00:00:00,15562.97436,27.78077776,27284.55679,0.04432047
2015-07-08T01:00:00,13867.37489,27.29322216,26100.25134,0.04758988
2015-07-08T02:00:00,12018.95593,29.11705547,25064.65725,0.051659
2015-07-08T03:00:00,10802.18038,37.39641674,25107.49518,0.04773533
2015-07-08T04:00:00,9184.013855,30.69122212,24929.24979,0.04576288
2015-07-08T05:00:00,7944.374931,33.99786107,23680.66271,0.03893289
2015-07-08T06:00:00,7393.067071,48.3617779,22792.80619,0.03599787
2015-07-08T07:00:00,6947.374897,56.61077789,21939.80917,0.03169367
2015-07-08T09:00:00,6000.682827,37.71027791,20712.60065,0.02992026
2015-07-08T10:00:00,5799.775377,39.12619441,20649.41231,0.02830673
2015-07-08T11:00:00,5945.504584,40.46613867,20664.86116,0.02893755
2015-07-08T12:00:00,6151.342538,44.23249992,21419.01531,0.02973822
2015-07-08T13:00:00,6784.085595,48.73894466,22833.96163,0.03328017
2015-07-08T14:00:00,6730.157291,49.44819437,24317.80002,0.03392497
2015-07-08T15:00:00,7206.321693,45.72786115,25841.27628,0.03343
2015-07-08T16:00:00,7687.011525,47.98541654,26833.72631,0.03253
2015-07-08T17:00:00,8132.046225,45.96663892,27446.63504,0.03267898
2015-07-08T18:00:00,8852.138793,41.05055535,27886.97964,0.03154314
2015-07-08T19:00:00,10859.70818,38.68461106,27857.80103,0.03368
2015-07-08T20:00:00,12803.17581,36.82594448,28172.50629,0.03443228
2015-07-08T21:00:00,13768.90726,35.40855543,28403.78906,0.03451579
2015-07-08T22:00:00,13594.64806,34.46780547,28125.57906,0.03724421
2015-07-08T23:00:00,12631.0277,35.37969457,27512.86176,0.03992516
2015-07-09T00:00:00,10508.85636,34.66736108,26453.92866,0.04167727
2015-07-09T01:00:00,9782.900367,26.866,25432.64291,0.04390459
2015-07-09T02:00:00,9541.636557,36.61527768,24604.67433,0.04772238
2015-07-09T03:00:00,8059.865671,36.28119441,24646.61712,0.05240686
2015-07-09T04:00:00,8090.460583,44.39888901,24733.39248,0.04404379
2015-07-09T05:00:00,7073.157351,37.51099996,23451.31828,0.03885153
2015-07-09T06:00:00,7285.435116,43.99166677,22545.44369,0.03495943
2015-07-09T07:00:00,7003.363363,40.20327773,21893.39055,0.03153457
2015-07-09T08:00:00,7207.335514,43.73755561,21355.58074,0.02925079
2015-07-09T09:00:00,7152.786949,38.18480571,20682.54417,0.02976926
2015-07-09T10:00:00,6845.555464,42.33811116,20606.70116,0.02897479
2015-07-09T11:00:00,6695.11336,38.40491655,20618.2038,0.02931954
2015-07-09T12:00:00,6660.173574,42.13791662,21347.80003,0.02987818
2015-07-09T13:00:00,6757.476781,49.07138889,22876.77185,0.03386758
2015-07-09T14:00:00,6832.527727,55.10713905,24172.93604,0.03463119
2015-07-09T15:00:00,7285.120321,54.07708337,25626.89327,0.03366335
2015-07-09T16:00:00,8197.523116,44.8168057,26914.61968,0.03266
2015-07-09T17:00:00,8498.094829,52.3356944,27623.17397,0.03299019
2015-07-09T18:00:00,9212.88421,45.27069445,27899.01633,0.03221628
2015-07-09T19:00:00,10488.9513,41.15216659,28099.81632,0.03091602
2015-07-09T20:00:00,11803.80307,39.75000018,28308.69367,0.03103231
2015-07-09T21:00:00,11306.87953,37.97963889,28252.04096,0.03260616
2015-07-09T22:00:00,10935.21509,37.31194434,27956.02304,0.03424823
2015-07-09T23:00:00,10599.88414,38.38688891,27507.2738,0.03738576
2015-07-10T00:00:00,9839.118003,38.2795278,26615.3527,0.03822131
2015-07-10T01:00:00,8531.154998,33.84980553,25491.49292,0.04237395
2015-07-10T02:00:00,8126.851821,44.43080557,24702.37434,0.04433201
2015-07-10T03:00:00,8771.208223,47.10641674,24965.93841,0.04876906
2015-07-10T04:00:00,8528.340176,38.65916691,24513.9605,0.04608493
2015-07-10T05:00:00,7799.93977,35.74027775,23241.10496,0.03816873
2015-07-10T06:00:00,7688.249936,37.67280549,22501.53486,0.03414674
2015-07-10T07:00:00,7614.511486,45.19991654,21798.11428,0.032108
2015-07-10T08:00:00,7488.833288,40.11897223,21244.0074,0.02931656
2015-07-10T09:00:00,7290.525416,41.0079444,20759.6512,0.0292388
2015-07-10T10:00:00,7096.120323,39.02838904,20635.1503,0.02830045
2015-07-10T11:00:00,6923.671277,38.08800001,20589.97447,0.02913698
2015-07-10T12:00:00,6927.407333,44.88902777,21396.24754,0.03158966
2015-07-10T13:00:00,7250.381909,51.45294445,23083.32422,0.03329805
2015-07-10T14:00:00,7549.511564,49.98825009,24162.93808,0.03508501
2015-07-10T15:00:00,7659.342507,49.6705277,25631.66602,0.03397193
2015-07-10T16:00:00,8424.585503,47.13088867,26581.92358,0.03408956
2015-07-10T17:00:00,8941.118014,43.78330546,27178.30387,0.0356016
2015-07-10T18:00:00,9582.643443,42.17494453,27526.527,0.03479572
2015-07-10T19:00:00,10317.77543,40.33530578,27537.69404,0.03214341
2015-07-10T20:00:00,10677.90734,38.94097233,27588.90149,0.03186588
2015-07-10T21:00:00,11316.83325,36.55975005,27658.7003,0.03173779
2015-07-10T23:00:00,12132.09713,35.29063897,26869.07513,0.0372484
2015-07-11T00:00:00,11594.99534,35.67997211,25838.78668,0.03923655
2015-07-11T01:00:00,11162.2731,35.36661109,24619.80773,0.042111
2015-07-11T02:00:00,9773.562423,33.73583338,23578.8129,0.04516101
2015-07-11T03:00:00,10070.51153,37.73847235,23385.02168,0.04550401
2015-07-11T04:00:00,8794.384111,42.89336098,23371.46216,0.04481234
2015-07-11T05:00:00,7750.877311,40.34311111,22517.77943,0.04041724
2015-07-11T06:00:00,6964.911965,38.99986119,21938.40431,0.03583897
2015-07-11T07:00:00,6522.171228,33.00302767,21258.15427,0.03341602
2015-07-11T08:00:00,6171.016136,48.3384722,20681.91808,0.03146073
2015-07-11T09:00:00,5904.710573,47.48558338,20323.04201,0.03009428
2015-07-11T10:00:00,5383.895817,47.70899992,20192.28485,0.02938018
2015-07-11T11:00:00,5497.451313,33.36652805,20143.78685,0.03029168
2015-07-11T12:00:00,5657.138827,53.31441657,20325.69666,0.03000849
2015-07-11T13:00:00,5369.263862,51.55516669,20245.13542,0.03009214
2015-07-11T14:00:00,5891.907338,50.01844464,20576.04442,0.02978677
2015-07-11T15:00:00,6823.104122,47.51041668,21269.92813,0.02915263
2015-07-11T16:00:00,7779.148088,46.03975026,21863.7327,0.03042192
2015-07-11T17:00:00,8848.830961,39.08936115,22316.41629,0.03264156
2015-07-11T18:00:00,9982.902697,37.67338879,22659.78135,0.03364035
2015-07-11T19:00:00,10511.90269,36.24183334,22926.47407,0.03437267
2015-07-11T20:00:00,11010.03693,34.11863883,23001.71324,0.03336
2015-07-11T21:00:00,12005.30088,32.34025001,23110.13762,0.03377403
2015-07-11T22:00:00,12473.73825,30.94608351,23131.45289,0.03361824
2015-07-11T23:00:00,12623.89576,28.4100278,23100.75223,0.03811932
2015-07-12T00:00:00,11412.01379,29.55455556,22929.12099,0.03966
2015-07-12T01:00:00,10466.01609,29.44119445,22400.15709,0.04255189
2015-07-12T02:00:00,9667.465269,28.63925,21984.99557,0.04538838
2015-07-12T03:00:00,7080.062435,40.13138902,22253.73879,0.04724606
2015-07-12T04:00:00,9270.57869,42.65225014,22170.93552,0.0447985
2015-07-12T05:00:00,8224.289311,39.70797216,21680.02846,0.0396829
2015-07-12T06:00:00,7370.171256,35.85011092,21280.78541,0.03574643
2015-07-12T07:00:00,6987.717542,35.82825025,21002.15828,0.03356145
2015-07-12T08:00:00,6693.53699,33.97672211,20693.72964,0.03301082
2015-07-12T09:00:00,6533.268423,34.12413888,20334.9605,0.03201893
2015-07-12T10:00:00,6176.300854,35.58777788,20124.43026,0.0302073
2015-07-12T11:00:00,6183.692068,34.34402768,20113.35963,0.03061204
2015-07-12T12:00:00,6230.062364,39.65841654,20385.42272,0.03015441
2015-07-12T13:00:00,6356.909667,45.68850019,20409.79805,0.02802148
2015-07-12T14:00:00,6154.453636,43.52288894,20543.64538,0.02629349
2015-07-12T15:00:00,6796.729117,39.4873887,21055.2981,0.0251397
2015-07-12T16:00:00,7981.418919,42.60622244,21694.21569,0.02740279
2015-07-12T17:00:00,9511.967494,37.23788888,22129.9526,0.02905808
2015-07-12T18:00:00,11241.25907,36.06936099,22514.07868,0.0311743
2015-07-12T19:00:00,11993.42573,33.41547225,22779.21367,0.0319576
2015-07-12T20:00:00,12291.20137,32.29611109,22897.32576,0.03353542
2015-07-12T21:00:00,12448.94657,31.82244434,23032.29713,0.03341902
2015-07-12T22:00:00,12735.74297,32.37888884,23028.69739,0.03389631
2015-07-12T23:00:00,12395.94194,32.29150001,23046.83576,0.03632599
2015-07-13T00:00:00,12119.40494,31.92761108,23017.33815,0.03973963
2015-07-13T01:00:00,11598.31697,31.20722226,22729.65231,0.04121174
2015-07-13T02:00:00,10518.99529,30.52755545,22514.8401,0.04545375
2015-07-13T03:00:00,10138.27302,30.58322213,22915.14198,0.04973656
2015-07-13T04:00:00,9581.217542,39.41602786,22959.73793,0.0444642
2015-07-13T05:00:00,8637.465264,35.48547231,22172.57958,0.03929746
2015-07-13T06:00:00,7987.682805,36.66044466,21701.73785,0.0343711
2015-07-13T07:00:00,7421.851781,35.7998333,21167.25977,0.0313481
2015-07-13T08:00:00,6827.916598,32.28827776,20780.69845,0.02934515
2015-07-13T09:00:00,6314.701354,41.28719447,20340.11562,0.02868854
2015-07-13T10:00:00,6060.983741,39.01533321,20243.26384,0.02671813
2015-07-13T11:00:00,5794.960603,41.64849985,20486.60849,0.02777436
2015-07-13T12:00:00,5845.990632,47.69011127,21215.56875,0.03042343
2015-07-13T13:00:00,6124.231396,58.47888866,22447.49356,0.03246943
2015-07-13T14:00:00,6388.138817,38.70922235,23838.07609,0.03261447
2015-07-13T15:00:00,8183.780012,48.68947235,25485.08658,0.03197493
2015-07-13T16:00:00,10265.65958,57.67627764,26858.22419,0.03222642
2015-07-13T17:00:00,11678.01146,40.18116674,27623.4607,0.03353687
2015-07-13T18:00:00,13045.40733,32.90013904,28146.54249,0.03390446
2015-07-13T19:00:00,14548.65966,42.6334722,28336.02383,0.03425864
2015-07-13T20:00:00,15846.90962,32.22325008,28545.15792,0.03573665
2015-07-13T21:00:00,16181.10169,31.38727786,28680.54574,0.03716736
2015-07-13T22:00:00,16048.18493,30.81780568,28444.63812,0.04172
2015-07-13T23:00:00,15512.27535,31.615639,28049.0842,0.04226125
2015-07-14T00:00:00,14579.91667,32.06199991,27267.41369,0.04341752
2015-07-14T01:00:00,13150.55546,33.48597205,25882.54803,0.04454129
2015-07-14T02:00:00,12453.62021,28.92850002,24763.42706,0.04674
2015-07-14T03:00:00,11748.9258,41.11111108,24659.1534,0.04749043
2015-07-14T04:00:00,9991.414255,33.7301668,24537.70734,0.04268815
2015-07-14T05:00:00,8809.611042,40.82080559,23332.4762,0.03758959
2015-07-14T06:00:00,8020.083282,36.34941671,22621.55522,0.03460884
2015-07-14T07:00:00,7475.86796,36.86663861,21857.03425,0.03201693
2015-07-14T08:00:00,7108.124889,35.88002769,21245.34345,0.02964613
2015-07-14T09:00:00,6878.247588,34.761389,20762.37259,0.02861395
2015-07-14T10:00:00,6540.342551,36.56316666,20619.37462,0.02749614
2015-07-14T11:00:00,6547.321693,36.2752502,20649.19196,0.0281187
2015-07-14T12:00:00,6151.627238,40.22952771,21363.13231,0.03144668
2015-07-14T13:00:00,6136.428197,52.21383329,22403.19196,0.03384694
2015-07-14T14:00:00,6886.826325,55.98341681,24053.51506,0.03359881
2015-07-14T15:00:00,8108.685101,50.02555541,25809.7826,0.03250641
2015-07-14T16:00:00,9766.731395,41.79972228,26910.78993,0.03212714
2015-07-14T17:00:00,11803.62024,38.5768888,27660.77636,0.03272664
2015-07-14T18:00:00,13056.92815,37.87461094,28245.91428,0.03376746
2015-07-14T19:00:00,13560.10647,34.37447214,28115.46104,0.03381085
2015-07-14T20:00:00,13827.18727,34.2281943,28138.7421,0.03722229
2015-07-14T21:00:00,13931.82866,33.24850015,28253.14451,0.03893
2015-07-14T22:00:00,14194.38416,32.6461109,28078.54634,0.0419042
2015-07-14T23:00:00,13879.8702,32.79911094,27623.08244,0.04547457
2015-07-15T00:00:00,12983.78001,33.63511115,26638.62548,0.04697612
2015-07-15T01:00:00,11851.15492,34.19377781,25566.62775,0.04507442
2015-07-15T02:00:00,10248.39805,33.98294451,24588.83365,0.04785411
2015-07-15T03:00:00,8791.011535,30.25430563,24629.39592,0.04695919
2015-07-15T04:00:00,8307.148074,42.42999994,24540.70897,0.04270109
2015-07-15T05:00:00,7880.330941,40.72466681,23465.94716,0.03907488
2015-07-15T06:00:00,7370.490676,36.77755566,22624.09523,0.03522362
2015-07-15T07:00:00,7041.321742,42.04897241,21836.09258,0.03055944
2015-07-15T08:00:00,6894.972156,38.85519443,21249.76038,0.02884466
2015-07-15T09:00:00,6612.863298,37.6979166,20747.81901,0.02796947
2015-07-15T10:00:00,6436.821682,37.59974989,20761.49481,0.02796413
2015-07-15T11:00:00,6408.416602,39.39477785,20603.4938,0.02858187
2015-07-15T12:00:00,6364.405009,41.23394444,21256.149,0.03074
2015-07-15T13:00:00,6367.851754,49.81444464,22411.06857,0.03301024
2015-07-15T14:00:00,6689.743012,53.62044435,23910.14307,0.03397663
2015-07-15T15:00:00,7284.442074,50.3042498,25572.6643,0.03375313
2015-07-15T16:00:00,9088.256903,43.6001668,26808.03186,0.03476266
2015-07-15T17:00:00,11452.00685,41.55188905,27703.72378,0.03505592
2015-07-15T18:00:00,13910.18049,38.32697215,28463.51989,0.03658403
2015-07-15T19:00:00,15249.57164,34.19777772,28376.8271,0.03675627
2015-07-15T20:00:00,16394.21749,34.21708331,28599.68271,0.04049008
2015-07-15T21:00:00,17530.82862,31.60558333,28923.61291,0.04270791
2015-07-15T22:00:00,17323.10169,31.7604167,28669.33103,0.04639281
2015-07-15T23:00:00,17363.47655,30.86563886,27969.43134,0.04922368
2015-07-16T00:00:00,16688.44676,30.95463881,27232.84695,0.05029711
2015-07-16T01:00:00,15997.21046,31.4774999,26177.47008,0.04973819
2015-07-16T02:00:00,14470.62022,31.96658334,24940.15672,0.05024
2015-07-16T03:00:00,12150.26137,32.58536099,24749.82075,0.0473574
2015-07-16T04:00:00,10659.01834,30.31169449,24598.8103,0.04435729
2015-07-16T05:00:00,9886.828741,38.40972205,23544.17107,0.03944256
2015-07-16T06:00:00,9514.560172,33.10391644,22683.85483,0.03702231
2015-07-16T07:00:00,8904.145779,30.26400001,21950.51641,0.03229653
2015-07-16T08:00:00,8563.372602,36.62766674,21575.8384,0.02943473
2015-07-16T09:00:00,8371.865658,35.04491682,20895.96099,0.02962149
2015-07-16T10:00:00,8295.344862,32.43236093,20877.83498,0.02833415
2015-07-16T11:00:00,7886.694397,32.91344449,20884.04708,0.02902103
2015-07-16T12:00:00,8015.543927,35.28200008,21647.47654,0.03143089
2015-07-16T13:00:00,8448.657291,40.41577777,23190.00269,0.03170192
2015-07-16T17:00:00,13027.66652,37.67802778,28003.84561,0.0344
2015-07-16T18:00:00,14582.38186,35.49758336,28478.00442,0.03492404
2015-07-16T19:00:00,16263.95591,31.06130539,28598.92457,0.03871989
2015-07-16T20:00:00,17108.55306,31.5962778,28679.29479,0.04179051
2015-07-16T21:00:00,17669.30538,32.10961112,28655.68518,0.04656411
2015-07-16T22:00:00,17494.79629,31.0074722,28475.89486,0.04833652
2015-07-16T23:00:00,17045.34479,30.78372217,28072.02973,0.05213822
2015-07-17T00:00:00,16611.14808,31.35333317,27308.63856,0.05153537
2015-07-17T01:00:00,16179.45598,30.34491667,26234.13655,0.05626169
2015-07-17T02:00:00,14236.16654,30.01005557,25185.31279,0.05152659
2015-07-17T03:00:00,11960.04154,31.59366647,25289.80257,0.04746819
2015-07-17T04:00:00,10612.82397,32.38208327,24898.9238,0.04440507
2015-07-17T05:00:00,9235.231413,30.53986109,23435.44602,0.0406
