Date,elecCEF,elecCampus,cwLoads,hwLoads,hwStorage,cwStorage,gHeater,elecHeater,hwHeater,elecHRC,hwHRC,cwHRC,elecChiller,cwChiller,elecPrice,elecGrid,gasGrid,umHot,umCold
2016-01-17T01:00:00.0,2.3638726771626904e-8,22858.89318223741,5293.4397684733085,63.40083294974433,367.3646024470152,64606.27734354742,4.515615859103336e-10,7.67654696047567e-10,3.838273480237835e-10,2.1919016170971636e-8,2.7088308661457083e-10,1.6517261378937244e-8,9.520559046077009e-10,2.0893997818717924e-9,0.04053975,22858.89318226105,4.515615859103336e-10,0.006401673408691394,2.4077193947842067e-9
2016-01-17T02:00:00.0,3.551167880358992e-8,22551.89098564996,5090.655052625868,64.4631667221917,303.97017117133294,59312.83757509513,4.5717982538907263e-10,7.772057031614234e-10,3.886028515807117e-10,3.376768246938265e-8,4.1731316696782335e-10,2.5445924815111178e-8,9.667906310458405e-10,2.121736889447923e-9,0.03545311,22551.890985685473,4.5717982538907263e-10,0.006401673408691537,2.4077189342403495e-9
2016-01-17T03:00:00.0,4.065115979039249e-8,22117.177144368485,5027.685123969184,63.04044446733263,239.51340612335335,54222.18252249924,4.58572620466138e-10,7.795734547924345e-10,3.8978672739621727e-10,3.890112917996487e-8,4.807541480359204e-10,2.931427731926344e-8,9.704571556351802e-10,2.1297835132229738e-9,0.03421177,22117.177144409136,4.58572620466138e-10,0.006401673408691035,2.4077187943958717e-9
2016-01-17T04:00:00.0,6.898023556396717e-8,21647.564693603515,4751.55783203125,69.13602795494927,176.47936333029847,49194.497398563915,4.6247654467829204e-10,7.862101259530965e-10,3.9310506297654824e-10,6.72132621420787e-8,8.306456717064174e-10,5.064912632356203e-8,9.80763295935361e-10,2.1524015624267242e-9,0.03108142,21647.564693672495,4.6247654467829204e-10,0.006401673408690917,2.4077181950592273e-9
2016-01-17T05:00:00.0,2.7424531622599724e-7,21318.56460042317,4216.546261935764,77.35613872422113,107.34973704998166,44442.93956658787,4.663621752242441e-10,7.928156978812149e-10,3.9640784894060747e-10,2.7246143648839037e-7,3.367176442762e-9,2.0531563675378048e-7,9.910640397256503e-10,2.1750077683484406e-9,0.02839545,21318.564600697417,4.663621752242441e-10,0.006401673408689906,2.407717108618254e-9
2016-01-17T06:00:00.0,9535.239727662442,20791.16776224772,4138.314790039062,77.50755558861627,30.00000000293264,40226.39330486201,4.135858373903063e-10,7.030959235635208e-10,3.515479617817604e-10,9535.239727660737,117.83992259923235,7185.361134099533,1.0005249944210098e-9,2.1957709573388267e-9,0.02657904,30326.407489910158,4.135858373903063e-10,0.006335482089010496,2.4077169570266006e-9
2016-01-17T07:00:00.0,2718.172731598502,20307.847409125432,4650.599512125651,73.93719437705145,70.33870249598925,43273.43964892708,4.1302069713788436e-10,7.021351851344034e-10,3.510675925672017e-10,2718.1727315968014,33.59215640625451,2048.3022198935673,9.985807526955332e-10,2.191504087906626e-9,0.02801936,23026.020140723933,4.1302069713788436e-10,0.006335482089008403,2.4077179819776736e-9
2016-01-17T08:00:00.0,9952.777128660722,20005.157884453667,4662.7707811143655,70.16583298153347,30.000000007632384,40671.1423566996,3.97955927160207e-10,6.765250761723519e-10,3.3826253808617597e-10,9952.777128659036,122.99999999856536,7499.999999912521,1.010279124295698e-9,2.217177554087912e-9,0.02473214,29957.93501311439,3.97955927160207e-10,0.00631004917785064,2.407718006426062e-9
2016-01-17T09:00:00.0,9952.777128673677,19661.706127929687,4983.379587809245,68.08499971177842,82.84047707418034,43508.37157550238,3.9812251669522917e-10,6.768082783818896e-10,3.384041391909448e-10,9952.777128671989,122.99999999872541,7499.999999922281,1.0109109808522467e-9,2.218564238362478e-9,0.02452656,29614.483256603366,3.9812251669522917e-10,0.006310049177847175,2.407718695189262e-9
2016-01-17T10:00:00.0,9952.77712869377,19583.2297043864,4836.460611165365,67.84449977662828,137.76178741064376,46024.991987620044,3.9875549858636776e-10,6.778843475968251e-10,3.3894217379841257e-10,9952.777128692078,122.99999999897369,7499.9999999374195,1.0133136202029484e-9,2.2238371158384507e-9,0.02378121,29536.00683308017,3.9875549858636776e-10,0.0063100491778458005,2.407718374907966e-9
2016-01-17T11:00:00.0,9952.77712868647,19420.790557861328,4709.810142279731,68.32355548858642,192.9235976825066,48688.53137639673,3.9849276354311005e-10,6.774376980232871e-10,3.3871884901164355e-10,9952.77712868478,122.99999999888351,7499.999999931921,1.0123159506136433e-9,2.2216476114068456e-9,0.02407566,29373.567686547794,3.9849276354311005e-10,0.00631004917784517,2.407718104889235e-9
2016-01-17T12:00:00.0,9952.777128631906,19594.935223117405,4751.606411268446,69.2920276514689,247.6063522423217,51478.72123405355,3.9737088015970183e-10,6.755304962714931e-10,3.3776524813574655e-10,9952.777128630223,122.99999999820928,7499.999999890809,1.0080630547808809e-9,2.2123141262802984e-9,0.02538,29547.712351749313,3.9737088015970183e-10,0.006310049177844968,2.4077181934315476e-9
